frame.number,frame.time,frame.time_relative,frame.time_delta,ip.src,ip.dst,ip.proto,frame.len,frame.protocols,data.len
"488","May 24, 2022 23:02:42.516221100 PDT","0.194649700","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"489","May 24, 2022 23:02:42.516222000 PDT","0.194650600","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"490","May 24, 2022 23:02:42.516222900 PDT","0.194651500","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"491","May 24, 2022 23:02:42.516238300 PDT","0.194666900","0.000015400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"492","May 24, 2022 23:02:42.516239000 PDT","0.194667600","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"493","May 24, 2022 23:02:42.516994600 PDT","0.195423200","0.000755600","172.17.0.2","173.194.12.135","17","75","eth:ethertype:ip:udp:data","33"
"494","May 24, 2022 23:02:42.517166800 PDT","0.195595400","0.000172200","172.17.0.2","173.194.12.135","17","75","eth:ethertype:ip:udp:data","33"
"495","May 24, 2022 23:02:42.517289000 PDT","0.195717600","0.000122200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"496","May 24, 2022 23:02:42.517290500 PDT","0.195719100","0.000001500","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"497","May 24, 2022 23:02:42.517291500 PDT","0.195720100","0.000001000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"498","May 24, 2022 23:02:42.517302300 PDT","0.195730900","0.000010800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"499","May 24, 2022 23:02:42.517306800 PDT","0.195735400","0.000004500","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"500","May 24, 2022 23:02:42.517346600 PDT","0.195775200","0.000039800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"501","May 24, 2022 23:02:42.517352900 PDT","0.195781500","0.000006300","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"502","May 24, 2022 23:02:42.517430000 PDT","0.195858600","0.000077100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
